mes,archivo,fecha,documento,cliente,efectivo,transferencia_bancaria,cupon,total_pago,estado_captura,ruta_imagen
2026-01,WhatsApp Image 2026-01-12 at 12.02.56 PM.jpeg,2026-01-12,0000000022,"THE HAO SUPERMARKET, C.A",0.0,1357.08,0.0,1357.08,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-12 at 12.02.56 PM.jpeg
2026-01,WhatsApp Image 2026-01-14 at 11.57.47 AM.jpeg,2026-01-14,0000000025,SUPERMERCADO BARRIO SUCRE 88 F.P,0.0,31.53,0.0,31.53,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-14 at 11.57.47 AM.jpeg
2026-01,WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg,2026-01-15,0000000055,"INSIEME, S.A.",0.0,11.89,0.0,11.89,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg
2026-01,WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg,2026-01-15,0000000056,"FANG KING MARKET F,P",0.0,78.73,0.0,78.73,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg
2026-01,WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg,2026-01-15,0000000077,"LA BODEGUILLA ANDALUZ, C.A",0.0,227.77,0.0,227.77,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg
2026-01,WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg,2026-01-15,0000000078,AUTOMERCADO PACIFICO,0.0,1049.16,0.0,1049.16,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-15 at 9.36.00 AM.jpeg
2026-01,WhatsApp Image 2026-01-16 at 8.52.42 AM.jpeg,2026-01-16,0000000100,SUPERMERCADO BARRIO SUCRE 88 F.P,113.72,0.0,0.0,113.72,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-16 at 8.52.42 AM.jpeg
2026-01,WhatsApp Image 2026-01-16 at 8.52.42 AM.jpeg,2026-01-16,0000000117,LIANG SUPERMERCADO CHAO 88 FP,0.0,553.47,0.0,553.47,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-16 at 8.52.42 AM.jpeg
2026-01,WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg,2026-01-17,0000000129,"TODO MARKET, C.A.",0.0,1234.5,0.0,1234.5,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg
2026-01,WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg,2026-01-17,0000000130,"TODO MARKET, C.A.",0.0,844.63,0.0,844.63,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg
2026-01,WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg,2026-01-17,0000000145,"SUPERTODO BOULEVARD, C.A",0.0,551.7,0.0,551.7,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg
2026-01,WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg,2026-01-17,0000000146,EL BODEGON DE MOREIRA CA,0.0,374.44,0.0,374.44,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-17 at 10.01.27 AM.jpeg
2026-01,WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg,2026-01-19,0000000170,CHANG SUPERMARKET 29 DE MARZO,0.0,42.81,0.0,42.81,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg
2026-01,WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg,2026-01-19,0000000171,COMERCIAL EL GRAN MUNDO 888 CA,0.0,1047.63,0.0,1047.63,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg
2026-01,WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg,2026-01-19,0000000172,LI MEGA PORTELA F.P,0.0,900.06,0.0,900.06,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-19 at 8.19.15 AM.jpeg
2026-01,WhatsApp Image 2026-01-21 at 11.18.35 AM.jpeg,2026-01-21,0000000194,"MINI SUPER 2017,C.A.",0.0,292.62,0.0,292.62,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-21 at 11.18.35 AM.jpeg
2026-01,WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg,2026-01-22,0000000266,BODEGON EL IMPERIO CA,0.0,117.86,0.0,117.86,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg
2026-01,WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg,2026-01-22,0000000269,"DEPOSITADORA GIGANTE, C.A.",0.0,45.18,0.0,45.18,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg
2026-01,WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg,2026-01-22,0000000312,"MINI SUPER 2017,C.A.",0.0,2304.82,0.0,2304.82,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg
2026-01,WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg,2026-01-22,0000000313,"MINI SUPER 2017,C.A.",0.0,297.42,0.0,297.42,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-22 at 3.51.24 PM.jpeg
2026-01,WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg,2026-01-23,0000000326,FRESH MARKET C.A.,0.0,341.94,0.0,341.94,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg
2026-01,WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg,2026-01-23,0000000327,SUPERMERCADO EL VINEDO CA,0.0,371.78,0.0,371.78,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg
2026-01,WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg,2026-01-23,0000000351,DISTRIBUIDORA MEGAMAXI C.A,0.0,57.8,0.0,57.8,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-23 at 8.29.41 AM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg,2026-01-24,0000000378,WU ZEYUAN UNIMERCADO FAVORITO FP,0.0,61.54,0.0,61.54,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg,2026-01-24,0000000379,"BODEMARKET,C.A",0.0,324.37,0.0,324.37,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg,2026-01-24,0000000400,SUPERMERCADO BARRIO SUCRE 88 F.P,0.0,39.78,0.0,39.78,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 10.18.08 AM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032778,HOT DOGS LA PRINCIPAL CA,0.0,59.09,0.0,59.09,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032751,LA REINA DEL FARO 2023 C.A,0.0,319.3,0.0,319.3,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032777,SUPERMERCADO Y CONFITERIA DISNEY,0.0,315.34,0.0,315.34,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032782,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,57.59,0.0,57.59,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032783,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,22.41,0.0,22.41,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032781,HIPERMERCADO FAMOSO CA,0.0,189.82,0.0,189.82,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032790,"INVERSIONES JR EL GORDO, C.A",0.0,207.8,0.0,207.8,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032825,COMERCIALIZADORA PEREDA,0.0,50.0,0.0,50.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032802,LA WAWA CA,0.0,379.7,0.0,379.7,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg,2026-01-24,0000032803,SUPERMERCADO Y CONFITERIA DISNEY,0.0,200.0,0.0,200.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-24 at 12.02.00 PM.jpeg
2026-01,WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg,2026-01-26,0000000420,FENG COMERCIAL CHAFERDI 2023 FP,0.0,0.0,0.0,0.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg
2026-01,WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg,2026-01-26,0000000425,EL CONDIMENTAZO DEL BOULEVARD CA,0.0,773.43,0.0,773.43,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg
2026-01,WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg,2026-01-26,0000000426,ZHENG INVERSIONES SUPERIOR FP,0.0,79.09,0.0,79.09,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg
2026-01,WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg,2026-01-26,0000000427,FENG COMERCIAL CHAFERDI 2023 FP,0.0,335.81,0.0,335.81,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg
2026-01,WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg,2026-01-26,0000000455,SUPERMERCADO BARRIO SUCRE 88 F.P,48.97,0.0,0.0,48.97,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-26 at 8.55.31 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000464,COSMETICOS POR TODO ZHEN FP,0.0,183.15,0.0,183.15,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000465,SUPERMERCADO EL ORIENTE DORADO CA,0.0,501.06,0.0,501.06,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000466,BOLIVAR INVERSIONES CHADAI FP,0.0,125.6,0.0,125.6,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000467,PANAD. PAST. CHARCUT. Y BODEGON CITY MANZION 95 CA,0.0,434.92,0.0,434.92,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000468,"MINI SUPER 2017,C.A.",0.0,170.38,0.0,170.38,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000469,INVERSIONES Y DISTRIBUCION RJ,0.0,129.01,0.0,129.01,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000470,HE AUTOMERCADO YIFAN FP,0.0,147.05,0.0,147.05,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000471,"INVERSIONES GRAN ORIENTE, C.A.",0.0,331.96,0.0,331.96,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg,2026-01-28,0000000472,LIANG SUPERMERCADO CHAO 88 FP,0.0,77.01,0.0,77.01,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-28 at 8.22.21 AM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000564,MERCADO LA FINCA CA,0.0,80.0,0.0,80.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000565,MULTITIENDA BARCELONA CA,0.0,103.09,0.0,103.09,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000566,"INVERSIONES NUEVA MIRANDA 88, C. A.",0.0,91.09,0.0,91.09,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000567,"MINIMARKET SUPERGANGA, C.A",0.0,138.34,0.0,138.34,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000604,SUPERMERCADO BARRIO SUCRE 88 F.P,0.0,59.43,0.0,59.43,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000642,ARIANNE SOFIA MORALES HERRERA,0.0,363.87,0.0,363.87,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000643,BAKERY BAO BAO C.A,0.0,65.07,0.0,65.07,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000644,LEYUMIR ELENA HENRIQUEZ LAYA,0.0,13.43,0.0,13.43,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000645,EL MERCADITO DE LAS FRUTAS CA,0.0,77.13,0.0,77.13,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000646,"PANADERIA Y EXQUISITECES MISS ORIENTAL, C.A",0.0,615.4,0.0,615.4,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg,2026-01-30,0000000647,"THE HAO SUPERMARKET, C.A",0.0,674.73,0.0,674.73,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-30 at 2.55.17 PM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032849,EMPRENDIMIENTO BRICEIDA CERMEÑO,0.0,20.0,0.0,20.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032867,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,60.0,0.0,60.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032868,EMPRENDIMIENTO BRICEIDA CERMEÑO,0.0,20.0,0.0,20.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032931,AUTOMERCADO DAVID FP,0.0,8.92,0.0,8.92,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032932,CEN SUPER MARKET,0.0,76.28,0.0,76.28,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032898,COMERCIALIZADORA PEREDA,0.0,100.0,0.0,100.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032899,"INVERSIONES TIBACUY SINAI F,P",0.0,170.11,0.0,170.11,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032933,LI SUPER MARKET FP,0.0,249.84,0.0,249.84,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-01,WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg,2026-01-31,0000032945,CEN SUPER MARKET,0.0,259.77,0.0,259.77,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-01\WhatsApp Image 2026-01-31 at 10.04.48 AM.jpeg
2026-02,WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg,2026-02-02,0000000723,"MINI MARKET SUPERGANGA, C.A",0.0,89.34,0.0,89.34,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-02\WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg
2026-02,WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg,2026-02-02,0000000724,CEN BOLIVAR,0.0,219.73,0.0,219.73,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-02\WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg
2026-02,WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg,2026-02-02,0000000725,"DEPOSITADORA GIGANTE, C.A.",0.0,124.04,0.0,124.04,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-02\WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg
2026-02,WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg,2026-02-02,0000000726,"URANGA INVERSIONES, F.P",0.0,681.63,0.0,681.63,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-02\WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg
2026-02,WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg,2026-02-02,0000000728,SUPERMERCADO BARRIO SUCRE 88 F.P,0.0,49.51,0.0,49.51,SOLO_TOTAL,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-02\WhatsApp Image 2026-02-02 at 5.15.03 PM.jpeg
